당시 글 작성자는 신랑이 아직은 버티는데 회사 압박으로 (백신을) 맞아야 할 듯 하네요 .	O O O O O O O O O O O O O O
정맥혈전색전증은 다리와 팔, 사타구니 등의 심부정맥에서 형성된 혈전이 혈류를 타고 폐로 이동해 혈액 공급을 막으면서 생명을 위협하는 질환이다 .	DIS-B O O O O O O O O O O O O O O O O O O
조 반장은 이와 관련해 “예방접종 이상반응 대상으로 삼지 않는다는 기준이 없다”며 “접종 후에 인과성 여부와 상관없이 모든 징후나 증상, 질환에 대해 다 접수하고 있다”고 밝혔다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O
정부에서 코로나19 백신 접종을 독려하고 있는 가운데 백신을 맞고 심각한 후유증을 앓는 사례가 잇따르고 있다 .	O O O O O O O O O O O O O O O O
접종을 받은 사람은 예방접종 후 15-30분간 접종기관에 머물러 이상반응 발생 여부를 관찰하고, 귀가 후에도 적어도 3시간 이상 주의깊게 관찰해야 한다 .	O O O O O O O O O O O O O O O O O O O O O
현재까지 아스트라제네카 백신과의 연관성이 확인된 경우는 혈소판 감소증을 동반한 드문 부위의 혈전증이고 모든 혈전증이 아스트라제네카 백신에 의한 것으로 밝혀진 것은 아닙니다 .	O VACC-B O O O O O O O O O DIS-B O DIS-B VACC-B O O O O O O O
인과성을 넓게 인정해 국민을 보다 적극적으로 보호하고 백신 접종의 속도를 더욱 높이자는 차원이다 .	O O O O O O O O O O O O O O
이를 본 수백여명의 여성이 댓글로 자신의 경험담을 나눴다 .	O O O O O O O O O
백신 동시접종 결정 자체에는 큰 문제가 없지만 코로나 백신이라는 특수성을 고려했을 때 혼란이 불가피하다는 것이 그 이유. 기사의 이해를 돕기 위한 사진으로 기사내용과 직접적인 관련은 없습니다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
신종 코로나바이러스 감염증(코로나19) 백신 접종 뒤 발생한 각종 부작용에 대한 진상 규명을 촉구하는 청와대 국민청원이 잇따르는 가운데 이번에는 아버지가 아스트라제네카(AZ) 백신을 맞은 뒤 횡단성 척수염으로 상하반신이 마비됐다면서 억울함을 호소하는 자녀의 청원이 올라왔다 .	O O O O O O O O O O O O O O O O O O O VACC-B O O O DIS-B DIS-I DIS-B DIS-I O O O O O O
아나필락시스 쇼크는 음식물, 독소, 백신 등 특정 외부 항원이 들어오면 발생하는 급성 전신성 알레르기 질환으로 심하면 사망에 이를 수 있다 .	DIS-B DIS-I O O O O O O O O O O O O O O DIS-B O O O O
특히 임신을 계획하고 있는 여성들의 우려는 더 컸다 .	O O O O O O O O O
발의된 개정안은 크게 ‘선제적 진료비 지급’과 ‘부작용 인과성 인정 확대’ 두 가지로 구분된다 .	O O O O O O O O O O O O O O
A씨도 현재 백신을 접종한 사람과 하지 않은 사람 중 10년이 지난 사람은 아무도 없기 때문에 접종 후 상태에 대한 정보를 모으는 시기이다 .	O O O O O O O O O O O O O O O O O O O O O O O
앞서 지난 3월 삼성화재는 기존 판매 중인 건강보험 태평삼대에 응급의료 아나필락시스 진단비를 특약 형태로 신설했다 .	O O O O O O O O O O DIS-B O O O O O
지난 9일 청와대 국민청원 게시판에는 코로나 백신 부작용이라는 제목의 글이 공개됐다 .	O O O O O O O O O O O O
코로나 백신 접종 시행 초기에는 코로나 백신과 타백신 접종 간격에 대한 자료가 제한적이어서 최소 14일의 접종 간격을 유지했지만 안정성 자료가 축적됨에 따라 코로나 백신과 타 백신과 간격을 제한할 과학적 근거가 없다는 게 예접위의 설명이다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A 보험사가 판매한 암보험도 그랬다 .	O O O O O O
세부적으로 사망이 672건, 아나필락시스 의심은 1167건, 그밖에 중환자실 입원, 영구장애 및 후유증 등 주요 이상반응은 8498건이었다 .	O O O O O O O O O O O O O O O O O
그러나 코로나19 백신 접종 후 부작용 발생 여부와 항체 형성과는 무관하다는 연구 결과가 나왔다 .	O O O O O O O O O O O O O O O
최근 일본의 한 20대 여성이 코로나 19 예방을 위한 모더나 백신을 맞은 후 탈모가 왔다고 주장하며 사진을 공개했다 .	O O O O O O O O O VACC-B O O O DIS-B O O O O O
현대해상도 퍼펙트종합보험에 아나필락시스 쇼크 진단 특약을 새롭게 선보였다 .	O O DIS-B O O O O O O
근육이 바깥에 있는 건 아니잖나”라고 반문했다 .	O O O O O O O
특히 임신을 준비하는 여성들 사이에서는 백신 접종 후 임신 계획에 차질이 생길 것을 우려해 백신 접종을 망설이고 있다는 목소리도 나왔다 .	O O O O O O O O O O O O O O O O O O O O O
백신접종 하고 나서 사랑하는 사람의 생명이 스러지는 모습을 지켜보는 것은 말할 수 없는 고통일 것이다 .	O O O O O O O O O O O O O O O O
건강하시던 저희 아버지가 어떤 이유로 길랭-바레증후군에 걸리신걸까?	O O O O O DIS-B O
한편, 코로나19 예방접종대응추진단에 따르면 15일 0시 기준 코로나19 백신 1차 접종자는 누적 2236만8941명으로, 2020년 12월 말 주민등록인구현황인 5134만9116명 인구 대비 43.6%다 .	O O O O O O O O O O O O O O O O O O O O O O
24세 건강한 젊은이가 코로나19 화이자 백신을 접종받고 하반신 마비가 왔다는 사연이 알려졌다 .	O O O O VACC-B O O DIS-B DIS-I O O O O
Q. 발열, 근육통 등 비교적 흔하게 나타나는 코로나 백신 접종 후 이상 반응에는 어떻게 대처하면 되나요?	O SYMP-B SYMP-B O O O O O O O O O O O O O
이런 사람은 오히려 백신 접종 후에 발생하는 국소적 또는 전신적 이상 반응의 강도나 빈도가 상대적으로 약한 것으로 보고되고 있습니다 .	O O O O O O O O O O O O O O O O O O O O
평소 건강이 양호했던 이 학생은 고3 접종이 일제히 시행된 지난 7월19일 화이자 백신 1차 접종을 했고 접종 5일 후인 24일 방학 중 집·학원을 이동하는 버스 안에서 쓰러졌다 .	O O O O O O O O O O O VACC-B O O O O O O O O O O O O O O SYMP-B O
이날 현직 간호사라고 밝힌 다른 청원인은 아버지가 아스트라제네카 백신을 접종한 후 길랭-바레증후군을 진단받고 사지 마비로 중환자실에 입원 중이라며 백신 인과성 부적격 판정이 억울하다 .	O O O O O O O VACC-B O O O DIS-B O SYMP-B SYMP-I O O O O O O O O O
코로나 백신 접종 후 생리불순을 호소하는 사례는 실제로도 많다 .	O O O O SYMP-B O O O O O
그렇게 한참을 크게, 소리를 내어 웃던 그 신부님은, “맞아요 .	O O O O O O O O O O
중심망막 폐쇄증은 혈관 폐색에 의한 시력 저하도 문제지만 발병 100일 정도 시점에 녹내장 발생이 잦아 정기 검사가 필요하다 .	DIS-B DIS-I O O O SYMP-B SYMP-I O O O O O DIS-B O O O O O O
뇌졸중과 비슷하게 골든타임이 있어 발병 후 몇 시간 안의 조치로 시력 회복이 가능할 수 있지만, 병발 후 한참 뒤 발견되면서 적절한 치료가 되지 않는 경우가 대부분이다 .	DIS-B O O O O O O O O O O O O O O O O O O O O O O O O O O
코로나19 백신 부작용 발생 확률이 독감 백신과 크게 차이 나지 않는 수준이라는 전문가 의견이 나왔다 .	O O O O O O O O O O O O O O O O
심근염 최종 진단을 받았지만 백신과의 인과성이 확인되지 않았다며 보건당국이 관련 보상 절차를 아직 진행하지 않은 것이다 .	DIS-B O O O O O O O O O O O O O O O O
가족을 잃고 남은 이들은 일도 못 하고 일상생활이 풍비박산 났다 .	O O O O O O O O O O O
이어 그는 아프다고 했는데도 백신과 영양 수액을 맞게 한 의사의 의료행위가 정당했는지 밝히고 싶다며 정부에서는 전 국민 백신 맞기를 권하는데 부작용이 있다면 알려서 우리 가족과 같은 비극이 더 발생하지 않도록 국민의 건강을 지켜야 한다고 강조했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
한편 옹진군 관계자는 정확한 A씨의 사인을 알지 못한다며 언급할 내용이 없다고 말했다 .	O O O O O O O O O O O O O
치료를 받은 대부분 환자들은 치료에 양호한 반응을 보이며 빠르게 회복했고, 코로나19 감염 및 관련 중증 합병증 위험 고려 시 코로나19를 예방하는 백신의 전반적인 유익성이 위험성을 상회한다고 CDC는 발표했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
토스는 보험사가 아니어서 배타적사용권에 저촉되지 않으나 같이 이벤트 진행사로 지목된 DB손해보험이 배타적사용권 침해 여지가 있다는데 힘이 실렸다 .	O O O O O O O O O O O O O O O O O O
이와 유사한 반응이 코로나 백신 접종 후에도 나타날 가능성이 제기되고 있지만, 사례가 많이 쌓이거나 이를 기반으로 한 임상시험 등을 통한 연관성이 현재까지는 명확히 규명되지는 않고 있다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
반면 분지망막정맥폐쇄증은 망막정맥의 잔가지 혈관이 막힌 것으로 치료가 쉽게 된다 .	O DIS-B O O O O O O O O O
청와대 국민청원 게시판 캡처 청와대 국민청원 게시판 캡처 실제 지난 27일 청와대 국민청원 게시판에는 17세 미만 소아, 청소년들에게 충분히 검증되지 않은 코로나19 백신 접종 계획을 철회해 주세요라는 제목의 청원이 시작되기도 했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
지난 9일에도 평소 건강하던 고등학교생 아들이 코로나19 백신 접종 후 백혈병을 판정 받았다는 코로나 백신 부작용 국민 청원이 올라왔다 .	O O O O O O O O O O DIS-B O O O O O O O O O
출처 : 팩트경제신문(https://www.facten.co.kr)	O O O
그래서 ‘코로나 백신 부작용’에 대해 정보를 찾아 봤는데, ‘실성’은 없었습니다 .	O O O O O O O O O O O
6일 지역 약국가에 따르면 최근 화이자 백신을 접종한 환자들이 이부프로펜 성분 소염진통제를 찾는 빈도가 잦아졌다 .	O O O O O VACC-B O O O O O O O O O O
보상위원회는 임상의사, 법의학자, 감염병·면역학·미생물학 전문가, 변호사 및 시민단체가 추천한 전문가 등 15명 등으로 구성됐다 .	O O O O O O O O O O O O O O O
이를 위해, 조 의원은 17일 현재 운영 중인 백신접종 피해보상제도를 이제라도 다시 한 번 대대적으로 재점검해 한층 더 강화된 대응방안을 마련할 것을 정부에 촉구하는 성명을 냈다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
야당 보건복지위원회 간사인 강기윤 의원도 지금 백신 부작용 신고가 9월 16일 기준 2만1천550건에 이르렀다 .	O O O O O O O O O O O O O O O
사망자의 연령대는 60대 8명, 50대 5명, 80대 4명, 20대·40대·70대 각 1명이다 .	O O O O O O O O O O O O
우선 김계훈 교수는 “코로나19 백신에 의한 심근염 심낭염 발생빈도는 100만명당 3~5명으로 미국 CDC 보고와 유사한 것으로 조사됐다”고 발표했다 .	O O O O O O DIS-B DIS-B O O O O O O O O O O O
중증환자 의료비 지원 중 간병비는 피해보상금의 간병비 수준을 고려하여 1일당 5만원 범위에서 지원하며, 실제 간병비가 발생한 경우에 신청할 수 있다 .	O O O O O O O O O O O O O O O O O O O O O
그것을 %로 따져 미미하니 “백신접종과 인과관계가 있어 보이지 않는다.”는 말만 듣고 부작용 가능성을 무시하는 것도 바람직해 보이지 않는다 .	O O O O O O O O O O O O O O O O O O O
더불어 코로나19 백신 접종 후 발생하는 심근염 심낭염 임상양상이 미국·이스라엘과 다른 것으로 분석됐다 .	O O O O O O DIS-B DIS-B O O O O O O
온라인 상에는 백신을 맞고 생리 주기가 바뀌었다 갑자기 양이 많아져서 놀랐다 양이 확 줄었다 시트를 적실 만큼 출혈이 있었다 화이자 맞고 3일 미뤄졌다는 등의 접종이후 부정 출혈 후기가 이어지고 있다 .	O O O O O O O O O O O O O O O O O O O VACC-B O O O O O SYMP-B SYMP-I O O O O
국회 법제사법위원회 소속 더불어민주당 소병철 의원이 15일 코로나19 예방접종 부작용에 대한 보상과 지원시책의 근거 등을 담은 감염병의 예방 및 관리에 관한 법률 일부개정법률안(이하 감염병예방법)을 발의했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O
올해 멧 갈라 행사에 참석하지 않은 니키 미나즈는 지난 13일 자신의 트위터에 코로나 백신 미접종자여서 멧 갈라(메트로폴리탄 미술관에서 개최하는 자선 모금 행사)에 참석하지 않았다 .	O O O O O O O O O O O O O O O O O O O O O O O O O
이어 응급실에 이송된 B군은 급성 뇌출혈에 발작 증세가 심해 진정제를 맞은 것으로 알려졌다 .	O O O O DIS-B DIS-I DIS-B O O O O O O O
A씨는 통증을 호소하며 대청보건지소에 다시 찾아갔으나 여기서는 할 수 있는 게 없다는 답변만 들었으며 큰 병원을 가려 했지만 당일 날씨가 좋지 않아 여객선이 뜨지 않았다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O
화이자 또는 모더나 백신 접종 후 심근염/심낭염 의심증상이 나타나면 신속히 의료기관 진료를 받아야 한다 .	VACC-B O VACC-B O O O DIS-B O O O O O O O O
사례 연구를 위해서라도 백신 접종 후 이상 증세로 신고라도 할 수 있도록 해 달라”고 청원했다 .	O O O O O O O O O O O O O O O O
연합뉴스 최근 서울대학교 보건대학원 코로나19 기획연구단이 발표한 ‘코로나19와 사회적 건강 3차 조사’ 결과에 따르면 국민 10명 중 7명은 백신을 접종하겠다고 밝혔다. 하지만 백신의 안전성에 대한 질문에는 10명 중 4명만이 안전하다고 답했다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
의료진이 화이자 백신에 생리식염수를 희석하고 있다 .	O VACC-B O O O O O
